               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 482,            0.020272,           0.0069972,            0.002987,             0.99499,                   1,               0.995,             0.90966,             0.01698,           0.0028364,           0.0012348,           0.0004762,           0.0004762,           0.0004762
                 483,             0.01818,           0.0069486,           0.0025893,             0.99504,                   1,               0.995,             0.89179,            0.016871,            0.002832,           0.0012296,           0.0004564,           0.0004564,           0.0004564
                 484,            0.018602,           0.0076535,           0.0021907,             0.99504,                   1,               0.995,             0.89179,            0.016871,            0.002832,           0.0012296,           0.0004366,           0.0004366,           0.0004366
                 485,            0.019279,           0.0071945,           0.0028346,             0.99506,                   1,               0.995,             0.89113,             0.01681,           0.0028235,           0.0012248,           0.0004168,           0.0004168,           0.0004168
                 486,            0.019456,            0.007219,           0.0023872,             0.99504,                   1,               0.995,             0.89204,            0.016512,           0.0027947,           0.0012255,            0.000397,            0.000397,            0.000397
                 487,            0.021284,           0.0085105,           0.0020705,             0.99594,                   1,               0.995,             0.90504,            0.015933,           0.0027545,           0.0012212,           0.0003772,           0.0003772,           0.0003772
                 488,             0.01766,           0.0083229,           0.0028378,             0.99594,                   1,               0.995,             0.90504,            0.015933,           0.0027545,           0.0012212,           0.0003574,           0.0003574,           0.0003574
                 489,            0.019697,           0.0066267,           0.0041222,              0.9959,                   1,               0.995,             0.91187,            0.015661,           0.0027503,             0.00122,           0.0003376,           0.0003376,           0.0003376
                 490,            0.019122,           0.0080806,           0.0028929,             0.99592,                   1,               0.995,             0.91008,            0.015483,           0.0027594,           0.0012188,           0.0003178,           0.0003178,           0.0003178
                 491,            0.018505,           0.0073288,           0.0020374,             0.99619,                   1,               0.995,             0.91588,             0.01518,           0.0027535,           0.0012167,            0.000298,            0.000298,            0.000298
                 492,            0.018277,           0.0075896,           0.0022508,             0.99619,                   1,               0.995,             0.91588,             0.01518,           0.0027535,           0.0012167,           0.0002782,           0.0002782,           0.0002782
                 493,            0.018159,           0.0067619,           0.0024624,              0.9962,                   1,               0.995,             0.91473,            0.014916,           0.0027511,           0.0012154,           0.0002584,           0.0002584,           0.0002584
                 494,            0.018978,           0.0068424,           0.0028541,             0.99624,                   1,               0.995,             0.90859,            0.014612,           0.0027554,           0.0012141,           0.0002386,           0.0002386,           0.0002386
                 495,            0.019323,           0.0070939,           0.0022206,             0.99621,                   1,               0.995,             0.90854,            0.014495,           0.0027583,           0.0012109,           0.0002188,           0.0002188,           0.0002188
                 496,            0.017407,           0.0068721,           0.0019849,             0.99621,                   1,               0.995,             0.90854,            0.014495,           0.0027583,           0.0012109,            0.000199,            0.000199,            0.000199
                 497,            0.017974,           0.0067989,           0.0027432,             0.99621,                   1,               0.995,             0.90883,            0.014368,           0.0027602,           0.0012108,           0.0001792,           0.0001792,           0.0001792
                 498,            0.018948,           0.0060832,           0.0048476,             0.99621,                   1,               0.995,             0.90553,            0.014111,           0.0027656,           0.0012123,           0.0001594,           0.0001594,           0.0001594
                 499,            0.017685,           0.0077507,           0.0023417,             0.99617,                   1,               0.995,             0.90596,            0.013825,           0.0027675,           0.0012148,           0.0001396,           0.0001396,           0.0001396
